92-U-238(n,total) ENDF/B-VII.1
605.689,12.6309
606.068,12.8956
606.652,14.2204
606.68,14.2258
606.987,13.6384
607.371,12.4987
607.72,12.1006
615.157,10.4736
615.972,11.0328
616.372,10.5405
616.8,9.78556
618.05,8.51525
618.646,7.57761
618.712,7.54429
618.812,7.68729
618.902,8.21476
618.973,9.11914
619.029,10.331
619.086,12.1575
619.142,14.8048
619.199,18.5125
619.255,23.5431
619.314,30.3857
619.377,40.0336
619.448,53.9508
619.535,75.4995
619.661,114.389
619.87,182.209
619.984,207.979
620.09,217.399
620.097,217.472
620.209,209.237
620.317,186.99
620.625,95.2707
620.725,70.7952
620.808,54.8162
620.884,43.6917
620.954,35.8911
621.025,30.155
621.11,25.3709
621.209,21.8201
621.327,19.3405
621.493,17.486
621.826,15.7616
622.358,14.4248
623.219,13.4213
623.284,13.4192
623.557,13.8531
623.803,15.2738
624.158,18.1349
624.294,18.5044
624.466,17.8977
624.939,13.6674
625.167,12.5617
625.548,11.9841
627.357,10.9936
627.569,11.3368
627.691,12.1835
627.793,13.6419
627.895,16.1415
627.983,19.3831
628.088,24.7618
628.231,34.3641
628.451,49.8965
628.581,55.5998
628.668,56.7185
628.765,55.2046
628.885,49.8563
629.216,28.254
629.339,22.2127
629.435,18.8455
629.537,16.4193
629.659,14.6587
629.785,13.6801
630.04,12.8648
630.38,12.4714
632.133,11.7573
632.433,11.7292
633.113,12.2645
633.328,12.3882
634.14,11.4859
635.62,11.199
636.514,11.4211
637.715,10.9422
645.939,9.99918
646.778,10.1636
648.069,9.65311
652.847,8.50505
655.222,7.43883
656.692,6.36193
657.709,5.25233
658.557,3.97172
659.236,2.78653
659.464,2.53101
659.523,2.51671
659.611,2.57428
659.7,2.78694
659.773,3.16438
659.832,3.67503
659.886,4.37844
659.933,5.25901
659.98,6.47164
660.027,8.12459
660.074,10.3719
660.12,13.2525
660.166,17.0864
660.215,22.4288
660.267,29.7577
660.318,39.311
660.37,51.8782
660.423,67.9905
660.483,91.3563
660.551,124.884
660.619,166.871
660.709,236.465
660.834,354.457
661.079,604.277
661.206,692.631
661.323,721.414
661.433,697.176
661.565,612.003
661.893,306.493
661.998,226.337
662.089,172.349
662.175,133.086
662.257,105.307
662.339,85.0351
662.421,70.4929
662.516,58.7108
662.618,50.2765
662.759,42.7425
662.948,36.6212
663.136,32.6569
663.466,28.1343
663.89,24.53
664.455,21.5603
665.209,19.153
666.372,17.0063
667.6,15.7898
668.351,16.2543
668.778,15.6143
669.217,14.7238
670.467,14.0562
671.549,13.6982
675.524,12.6161
676.528,12.4535
676.943,12.6515
677.239,13.5485
677.727,16.2878
677.849,16.4912
678.055,15.9289
678.447,13.4727
678.708,12.4788
679.117,12.0429
686.473,10.7313
688.133,10.2937
688.697,10.3705
689.273,9.9673
690.953,8.17015
691.678,6.93054
691.751,6.91601
691.861,7.18553
691.935,7.73062
692.008,8.78526
692.072,10.3411
692.127,12.3359
692.182,15.1372
692.232,18.5566
692.293,24.1455
692.354,31.5896
692.415,41.2023
692.487,55.4916
692.566,75.5395
692.674,109.341
692.954,209.764
693.074,240.492
693.188,252.598
693.202,252.777
693.316,243.795
693.443,214.716
693.774,106.585
693.88,78.915
693.971,60.4215
694.053,48.0343
694.131,39.2113
694.218,32.2953
694.305,27.5929
694.391,24.438
694.495,21.9795
694.668,19.6428
694.912,17.9204
695.32,16.3565
695.972,14.9933
697.035,13.846
697.446,13.6607
697.863,14.0376
698.329,14.7391
698.661,14.2116
699.217,12.8931
700.085,12.4359
705.012,10.9485
706.231,10.1403
707.002,9.31692
707.157,9.67215
707.251,10.423
707.331,11.6811
707.399,13.3753
707.466,15.8703
707.533,19.3898
707.601,24.1593
707.668,30.3767
707.752,40.4015
707.851,55.3587
708.054,92.9592
708.209,119.676
708.334,132.896
708.42,135.698
708.52,131.996
708.642,118.578
708.992,60.1855
709.102,45.6554
709.203,35.4019
709.293,28.9099
709.369,24.8984
709.471,21.2826
709.567,19.1897
709.712,17.6036
709.856,17.1824
710.069,17.8918
710.474,20.6804
710.58,20.8874
710.771,20.1563
711.248,15.4658
711.477,14.0816
711.861,13.2805
712.877,12.8447
713.503,13.1891
713.96,13.6776
714.425,13.0776
714.977,12.4054
715.637,12.275
716.259,12.3237
720.406,11.5719
720.719,11.9149
720.875,12.6184
721.031,13.999
721.226,16.7883
721.508,21.4681
721.679,22.9042
721.72,22.9635
721.884,22.0687
722.153,18.1084
722.381,14.8863
722.552,13.3843
722.723,12.5894
722.98,12.1298
724.529,11.7676
728.842,11.3947
729.19,11.5355
729.462,12.2618
729.71,13.8792
730.055,16.7096
730.237,17.2632
730.418,16.7118
730.914,13.0644
731.171,12.1138
731.368,11.9254
731.547,12.1317
731.725,12.876
731.895,14.3416
732.1,17.2348
732.366,21.4538
732.536,22.8297
732.577,22.8885
732.734,22.0658
732.954,18.8742
733.212,14.8309
733.368,13.1745
733.555,12.0879
733.803,11.5627
734.154,11.4535
734.746,11.8954
735.159,12.2518
736.044,11.3929
741.952,11.1253
742.467,11.5425
743.118,13.2383
743.191,13.2729
743.474,12.7973
743.848,11.6534
744.176,11.1584
748.546,10.8956
754.768,10.6982
755.327,10.9547
755.63,11.6985
756.086,13.3328
756.209,13.4558
756.432,13.0655
756.863,11.4109
757.189,10.7596
757.84,10.5529
761.868,10.1807
763.693,9.58928
763.952,9.78645
764.108,10.5501
764.211,11.6836
764.315,13.6142
764.415,16.4756
764.515,20.5077
764.635,26.9259
764.962,48.2412
765.108,54.5235
765.213,55.9839
765.318,54.5981
765.447,49.4883
765.805,28.1905
765.938,22.0116
766.041,18.4921
766.151,15.904
766.283,13.9842
766.419,12.897
766.602,12.1862
767.061,11.5922
768.651,11.0838
771.118,10.7613
771.953,10.833
775.167,10.5168
777.771,10.4281
778.185,10.6177
778.389,11.1104
778.557,12.0348
778.755,13.9952
779.153,19.3642
779.33,20.4634
779.355,20.4813
779.5,19.8883
779.704,17.4921
779.998,13.4412
780.148,12.012
780.329,11.0053
780.629,10.4075
784.516,10.0864
785.212,10.2341
785.954,10.9247
786.47,10.6309
786.805,10.9818
787.278,11.9797
787.325,11.9929
787.629,11.4921
788.013,10.3383
788.361,9.79025
789.455,9.35292
789.696,9.61804
789.841,10.3069
789.962,11.5249
790.059,13.1318
790.176,16.0454
790.306,20.6468
790.523,30.6983
790.707,38.731
790.852,42.3135
790.925,42.7778
791.047,41.4273
791.198,36.6843
791.523,23.0749
791.659,18.8671
791.776,16.3841
791.863,15.1445
792.025,13.8573
793.022,10.9706
793.486,10.5077
796.957,10.0575
797.602,10.1038
799.625,9.85286
800.685,10.1371
800.889,10.1802
802.068,9.70304
806.826,9.36018
807.319,9.46493
807.718,10.1192
808.196,11.3386
808.297,11.3976
808.562,11.0066
809.055,9.61123
809.477,9.15839
814.512,8.31089
816.672,7.61655
818.017,6.85366
818.959,5.96792
819.587,5.06549
819.923,4.50243
820.063,4.38076
820.175,4.4986
820.259,4.86056
820.329,5.4762
820.385,6.2785
820.441,7.46458
820.497,9.16151
820.554,11.5238
820.61,14.7334
820.666,18.9971
820.724,24.8559
820.786,32.8022
820.853,43.9289
820.923,58.5907
821.005,80.0233
821.102,111.02
821.264,174.032
821.474,256.283
821.607,291.147
821.728,302.856
821.851,292.629
821.99,258.067
822.35,128.27
822.468,93.8959
822.571,70.5664
822.655,56.2563
822.739,45.5335
822.823,37.753
822.922,31.5229
823.021,27.4245
823.129,24.6701
823.29,22.3709
824.13,16.3919
824.424,14.9445
824.953,13.6429
825.832,12.5931
827.532,11.5246
827.714,11.4931
828.175,11.8071
828.739,12.5556
829.125,12.0146
829.565,11.0731
830.075,10.6682
841.98,8.41422
845.556,7.32402
845.796,7.42593
846.037,7.91152
846.277,8.97571
846.638,10.9167
846.806,11.2372
846.992,10.8083
847.27,9.05133
847.553,7.1997
847.783,6.24297
848.089,5.57805
849.162,4.04341
849.353,3.77595
849.449,3.70636
849.544,3.74903
849.64,4.01231
849.712,4.46329
849.772,5.09833
849.831,6.06865
849.89,7.46077
849.948,9.43269
850.007,12.1547
850.066,15.8242
850.124,20.6612
850.189,27.6884
850.259,37.4569
850.335,51.2856
850.422,71.4347
850.522,100.328
850.686,158.208
850.893,232.929
851.029,267.531
851.156,280.916
851.171,281.065
851.281,273.147
851.42,242.825
851.654,164.786
851.816,112.003
851.934,80.9729
852.032,60.9822
852.124,46.9383
852.208,37.2942
852.293,30.2262
852.377,25.1431
852.475,21.0292
852.584,18.005
852.717,15.6447
852.902,13.5777
853.219,11.3743
853.772,8.75823
854.422,6.25264
854.6,5.91256
854.707,6.09265
854.779,6.54336
854.85,7.42341
854.913,8.70517
854.975,10.6524
855.031,13.16
855.088,16.5874
855.144,21.1616
855.206,27.896
855.27,36.9381
855.337,49.193
855.41,66.3007
855.497,92.1103
855.598,129.936
855.753,200.531
855.987,312.297
856.13,359.524
856.255,375.589
856.264,375.697
856.395,361.712
856.542,316.513
856.906,159.731
857.031,116.798
857.131,90.2558
857.231,70.2911
857.33,55.9902
857.427,46.1669
857.525,39.3695
857.646,33.7585
857.812,29.146
858.038,25.5656
858.397,22.1967
858.812,19.7873
859.366,17.8533
860.438,15.7389
861.863,14.2015
863.154,13.6081
864.34,12.535
865.191,12.0374
865.426,12.3448
865.567,13.0557
865.709,14.5149
865.839,16.7938
865.984,20.5311
866.389,34.1002
866.549,37.1951
866.63,37.597
866.782,36.1138
866.958,31.5571
867.259,21.9893
867.414,18.2452
867.556,15.9378
867.697,14.5009
867.932,13.3306
868.309,12.7208
870.1,11.9511
875.989,10.9819
890.071,9.70983
890.421,10.0076
890.783,10.9914
891.187,12.2602
891.3,12.3504
891.542,11.9626
892.102,10.0194
892.487,9.48101
899.567,8.23098
899.763,8.23135
900.454,7.99183
902.219,6.70787
903.039,5.74866
903.422,5.21137
903.506,5.16391
903.633,5.2933
903.717,5.63877
903.802,6.35514
903.876,7.45242
903.939,8.89375
904.002,10.9565
904.063,13.6576
904.125,17.3825
904.193,22.8218
904.261,29.927
904.336,39.8612
904.425,55.0878
904.525,76.4353
904.674,115.291
904.919,183.073
905.058,210.35
905.19,221.029
905.207,221.182
905.325,214.468
905.476,188.781
905.852,94.7996
905.971,70.5491
906.07,54.7154
906.17,42.7393
906.269,34.1074
906.366,28.2413
906.478,23.8682
906.573,21.5141
906.701,19.6679
906.904,18.3705
907.444,16.5779
908.019,13.5094
908.334,12.5404
908.823,11.9162
908.938,11.8836
909.243,12.2226
909.493,13.2748
909.98,16.5746
910.153,16.9956
910.363,16.3639
910.919,12.1017
911.109,11.192
911.37,10.5721
912.727,9.95518
920.994,8.0453
922.607,7.42837
923.629,6.81845
923.823,7.00521
923.919,7.36016
924.016,8.04535
924.113,9.23149
924.198,10.8433
924.283,13.148
924.379,16.7811
924.482,22.0067
924.606,30.094
924.967,58.1617
925.114,65.7581
925.236,67.8866
925.362,65.6801
925.513,58.0002
925.89,30.7346
926.021,23.2685
926.13,18.5838
926.227,15.5183
926.324,13.3202
926.421,11.7982
926.571,10.3571
926.731,9.54298
926.944,8.98247
927.371,8.41521
928.819,7.38403
932.201,5.31875
933.232,4.3595
934.884,2.1124
935.081,1.95155
935.14,1.93784
935.249,1.99163
935.325,2.12331
935.401,2.37889
935.464,2.73178
935.527,3.26757
935.578,3.87603
935.631,4.75614
935.688,6.03174
935.745,7.77049
935.796,9.86518
935.848,12.6024
935.907,16.6661
935.968,22.1411
936.029,29.4494
936.091,38.8569
936.16,52.2278
936.231,70.1455
936.314,96.5372
936.402,131.556
936.51,184.923
936.674,283.836
936.923,439.721
937.075,505.107
937.214,527.052
937.345,510.183
937.489,455.39
937.902,221.594
938.03,162.97
938.141,123.398
938.242,96.1251
938.336,77.0901
938.437,62.2093
938.538,51.646
938.656,43.1645
938.791,36.7664
938.959,31.6422
939.184,27.3569
939.464,23.9296
939.84,20.9341
940.294,18.6557
940.748,17.6701
940.899,17.6198
941.067,17.6207
941.477,17.0739
942.197,14.18
942.685,13.1136
944.25,11.5105
947.344,9.48335
951.271,7.14853
953.366,5.57104
955.039,3.41179
955.981,2.03641
956.203,1.7867
956.35,1.68825
956.424,1.67422
956.516,1.70663
956.609,1.81917
956.701,2.0525
956.782,2.40565
956.852,2.88171
956.922,3.56983
956.983,4.42444
957.045,5.61403
957.103,7.10671
957.162,9.14078
957.221,11.8415
957.277,15.1982
957.339,20.0474
957.401,26.4006
957.463,34.6263
957.525,45.1383
957.596,60.5263
957.667,80.1705
957.747,108.162
957.84,149.634
957.947,210.191
958.089,308.447
958.39,540.747
958.549,630.487
958.685,664.323
958.72,665.594
958.857,641.541
959.001,572.752
959.411,291.236
959.553,212.274
959.659,166.045
959.773,128.313
959.864,105.759
959.975,85.1376
960.082,71.1545
960.203,59.999
960.339,51.4438
960.5,44.5494
960.731,38.1136
961.008,33.0996
961.377,28.6941
961.939,24.4479
962.693,20.9749
963.326,19.1763
963.918,18.6547
964.472,18.2029
965.252,15.9105
966.18,14.6647
968.809,12.7429
974.001,10.3735
976.246,9.57235
976.604,9.80115
976.961,10.6761
977.358,11.8163
977.476,11.9088
977.735,11.4824
978.295,9.35423
978.652,8.6334
980.228,7.7275
981.579,7.0901
981.868,7.06406
982.058,7.06623
982.564,6.84878
983.206,6.12776
983.562,5.99714
984.114,6.1866
984.437,5.95255
985.198,4.44087
985.805,3.66882
987.751,1.48633
988.052,1.21604
988.248,1.08753
988.444,1.01978
988.51,1.01557
988.667,1.05542
988.81,1.17075
988.939,1.36408
989.055,1.62998
989.174,2.02795
989.276,2.49945
989.379,3.13841
989.484,4.00446
989.589,5.16832
989.68,6.51922
989.777,8.41208
989.871,10.8891
989.95,13.6131
990.029,17.1521
990.115,22.3169
990.194,28.5695
990.269,36.4913
990.343,46.414
990.427,61.2769
990.51,80.9252
990.594,106.572
990.678,139.506
990.77,185.341
990.88,255.647
991.008,359.884
991.183,536.082
991.463,837.394
991.631,969.373
991.787,1022.73
991.824,1023.88
991.958,991.44
992.134,875.042
992.574,459.451
992.733,339.26
992.862,265.178
992.986,210.916
993.116,169.466
993.26,136.974
993.404,114.418
993.574,96.0248
993.762,82.051
993.998,70.0625
994.308,59.4801
994.737,49.9652
995.259,42.177
995.836,36.3579
996.528,31.8052
997.438,27.848
998.783,24.2666
1000.55,21.3228
1002.52,19.1456
1005.85,17.1105
1010.13,15.4671
1010.6,15.7268
1010.91,16.7711
1011.56,21.1475
1011.71,21.4343
1011.94,20.6777
1012.51,16.4267
1012.74,15.3739
1012.98,14.8825
1015.08,14.2163
1019.9,13.1314
1021.58,12.4534
1021.86,12.873
1022.04,14.0078
1022.18,15.6711
1022.31,18.305
1022.46,22.6876
1022.89,38.6659
1023.06,42.7603
1023.16,43.4619
1023.3,42.3383
1023.48,37.7031
1023.86,24.7044
1024.03,20.2915
1024.19,17.6255
1024.35,15.999
1024.61,14.7047
1025.03,14.0417
1026.34,13.4279
1027.73,13.1504
1028.02,13.2647
1028.29,13.8005
1028.54,15.0473
1029.12,20.1443
1029.32,20.814
1029.54,20.012
1030.11,14.8119
1030.33,13.6118
1030.55,13.0051
1031.08,12.6191
1032.11,12.4813
1032.8,12.7732
1033.65,14.692
1033.72,14.7115
1034.06,14.1505
1034.66,12.5351
1035.27,12.1097
1040.41,11.4997
1040.72,11.5023
1046.22,10.4577
1046.78,10.7958
1047.41,11.5826
1047.42,11.5831
1047.82,11.0999
1048.45,9.86833
1050.75,8.23027
1051.64,7.21213
1052.38,5.92864
1052.77,5.22087
1052.86,5.17602
1052.96,5.30495
1053.06,5.74455
1053.13,6.4037
1053.19,7.31688
1053.26,8.70584
1053.32,10.6955
1053.39,13.4602
1053.45,17.2021
1053.52,22.1451
1053.59,29.2533
1053.67,39.3582
1053.75,53.475
1053.84,72.7966
1053.96,102.991
1054.13,160.226
1054.38,244.536
1054.54,279.731
1054.68,292.894
1054.7,292.928
1054.84,280.549
1054.99,248.334
1055.4,126.144
1055.54,92.5598
1055.65,71.9273
1055.77,56.5128
1055.88,45.5424
1055.99,37.9588
1056.12,32.0808
1056.27,27.8824
1056.47,24.4898
1056.76,21.8669
1057.22,19.5905
1058.22,17.1566
1059.28,15.5883
1061.23,14.2687
1061.55,14.1867
1062.05,14.6001
1062.77,16.4535
1062.84,16.4822
1063.18,15.8385
1063.76,13.9105
1064.32,13.27
1066.34,12.8432
1067.01,13.1086
1067.42,14.1746
1067.89,15.6993
1068.01,15.7992
1068.29,15.3218
1068.93,13.0176
1069.37,12.4749
1072.58,12.0629
1073.09,12.2138
1073.52,13.0419
1074.09,14.752
1074.21,14.8309
1074.53,14.2478
1075.11,12.3823
1075.53,11.8688
1080.36,11.4619
1080.79,11.8744
1081.11,12.9605
1081.63,15.7086
1081.83,16.077
1082.06,15.5787
1082.62,12.5729
1082.98,11.5343
1083.91,11.1303
1089.99,10.6147
1090.71,10.6536
1093.67,10.1073
1094.05,10.2324
1094.34,10.7912
1094.62,12.2068
1095.13,16.018
1095.35,16.6742
1095.52,16.247
1095.81,14.0981
1096.13,11.4139
1096.33,10.2415
1096.52,9.56069
1096.92,8.92952
1097.07,8.87932
1097.29,9.13123
1097.44,9.82389
1097.57,10.964
1097.67,12.5255
1097.78,15.0053
1097.88,18.3402
1098.0,23.3893
1098.13,30.8812
1098.33,45.2109
1098.59,65.5251
1098.76,73.8867
1098.89,75.9713
1099.03,73.7607
1099.19,65.6771
1099.61,36.3374
1099.74,28.7253
1099.87,22.943
1100.01,18.7763
1100.13,16.2937
1100.28,14.3768
1100.47,13.1367
1100.72,12.3271
1101.22,11.6459
1101.47,11.5171
1101.74,11.6628
1102.01,12.3964
1102.32,14.1996
1102.66,16.3417
1102.86,16.8121
1103.08,16.2181
1103.62,12.3225
1103.93,10.858
1104.22,10.2484
1106.52,8.84445
1107.55,7.83417
1107.7,7.9605
1107.81,8.37171
1107.92,9.28274
1108.02,10.6402
1108.11,12.8313
1108.2,15.9551
1108.29,20.3295
1108.39,26.171
1108.49,34.8152
1108.62,48.5182
1109.01,97.6601
1109.17,111.074
1109.31,115.578
1109.32,115.582
1109.45,112.4
1109.61,100.233
1110.03,52.414
1110.18,39.2173
1110.3,31.2778
1110.41,25.4869
1110.53,21.4814
1110.67,18.5396
1110.82,16.5847
1111.02,15.336
1112.26,12.7214
1112.97,11.9036
1114.59,11.3365
1117.32,10.5205
1118.04,10.4606
1118.62,10.9618
1119.21,11.7644
1119.24,11.7674
1119.67,11.2643
1120.2,10.2851
1120.81,9.91303
1126.75,8.78678
1129.85,8.00481
1130.23,8.19009
1130.46,8.79212
1130.62,9.62823
1130.81,11.2128
1131.26,16.4133
1131.45,17.7082
1131.54,17.8681
1131.72,17.2335
1131.92,15.2529
1132.3,10.529
1132.49,8.73834
1132.69,7.63111
1132.95,6.90917
1133.39,6.45081
1135.22,5.10278
1136.16,4.1697
1137.31,2.61661
1137.8,1.95299
1137.99,1.75208
1138.17,1.66327
1138.28,1.69751
1138.37,1.80113
1138.45,2.0058
1138.53,2.28717
1138.6,2.71052
1138.67,3.35561
1138.74,4.20499
1138.8,5.27269
1138.86,6.72157
1138.93,8.7411
1138.99,11.4386
1139.05,14.6037
1139.12,19.407
1139.19,25.8723
1139.26,34.7206
1139.34,46.4621
1139.42,62.1904
1139.5,84.8595
1139.6,116.452
1139.71,160.138
1139.84,228.153
1140.24,470.733
1140.41,542.969
1140.56,571.143
1140.59,571.859
1140.74,552.137
1140.9,493.298
1141.35,251.087
1141.51,183.507
1141.64,139.848
1141.75,110.674
1141.87,89.117
1142.0,71.9244
1142.15,59.1633
1142.29,50.7372
1142.49,43.0218
1142.72,37.3833
1143.0,32.7259
1143.33,29.0904
1143.82,25.4196
1144.5,22.145
1145.49,19.3278
1147.49,16.2168
1150.45,13.9766
1151.54,13.5206
1152.6,14.0691
1153.16,13.4936
1153.77,12.6769
1154.31,12.5208
1154.94,13.2641
1155.38,13.7764
1155.78,13.2752
1156.41,11.9398
1157.06,11.4608
1158.14,11.1658
1158.66,11.4785
1159.36,12.5813
1159.42,12.5927
1159.8,12.0731
1160.41,10.6196
1161.14,9.97375
1163.42,8.63207
1164.68,7.37649
1165.4,6.27267
1165.87,5.43651
1166.0,5.35694
1166.11,5.48733
1166.21,5.9541
1166.3,6.76928
1166.37,7.83939
1166.44,9.42158
1166.51,11.6751
1166.58,14.7857
1166.65,18.577
1166.72,24.0006
1166.79,30.9506
1166.88,41.2609
1166.97,56.2466
1167.08,77.572
1167.23,114.062
1167.54,196.508
1167.7,227.18
1167.85,240.24
1167.89,240.658
1168.03,232.784
1168.2,203.96
1168.62,104.709
1168.77,76.9076
1168.89,59.4701
1169.01,46.6029
1169.12,38.3752
1169.24,31.6479
1169.35,27.6907
1169.49,24.16
1169.66,21.618
1169.91,19.2783
1170.29,17.2941
1171.01,15.2622
1172.23,13.0341
1174.6,10.0763
1174.75,10.0441
1175.04,10.4689
1175.32,11.7257
1175.83,15.2982
1176.0,17.3511
1176.13,20.0527
1176.24,23.9022
1176.33,28.7612
1176.43,36.1832
1176.53,46.2665
1176.64,60.8601
1176.78,85.2306
1177.14,154.094
1177.31,175.633
1177.45,182.481
1177.6,176.669
1177.77,155.497
1178.18,83.53
1178.33,62.5425
1178.46,48.8871
1178.57,39.8177
1178.68,33.2043
1178.81,27.871
1178.94,24.5255
1179.09,21.9718
1179.34,19.605
1179.76,17.6375
1180.43,16.0061
1181.42,14.6627
1183.05,13.3825
1188.99,10.5983
1190.76,9.36671
1191.96,8.02502
1192.77,6.59977
1193.12,5.98175
1193.18,5.95765
1193.3,6.10333
1193.4,6.51715
1193.48,7.25761
1193.56,8.51577
1193.63,10.0374
1193.71,12.4764
1193.78,15.9002
1193.86,20.5572
1193.93,26.554
1194.01,35.544
1194.1,47.066
1194.21,65.3332
1194.33,92.4792
1194.54,147.711
1194.79,211.041
1194.95,239.384
1195.09,247.414
1195.24,239.043
1195.39,215.357
1195.85,106.654
1195.99,80.3186
1196.12,62.1274
1196.24,49.6694
1196.35,41.0843
1196.48,34.1463
1196.63,29.0537
1196.81,25.2702
1197.02,22.8856
1197.35,20.5925
1197.89,18.5265
1198.78,16.6376
1199.9,15.3321
1200.72,14.9029
1201.58,15.3713
1202.13,14.7783
1202.92,13.6804
1209.18,11.5835
1209.67,11.3653
1209.96,11.6883
1210.1,12.2843
1210.27,13.8076
1210.41,15.9017
1210.55,18.9241
1210.76,25.0584
1211.09,35.5378
1211.28,39.0014
1211.38,39.495
1211.54,38.145
1211.75,33.3609
1212.12,22.7045
1212.29,18.8386
1212.47,16.1672
1212.67,14.4766
1212.86,13.5934
1213.24,12.8959
1214.64,12.335
1218.3,11.5538
1219.01,11.8946
1219.71,12.5752
1220.19,12.1256
1220.77,11.3519
1221.48,11.0832
1229.03,10.0314
1230.14,10.8446
1230.63,10.4107
1231.21,9.66326
1232.08,9.35273
1232.61,9.5924
1233.33,10.2646
1233.7,9.94865
1234.31,8.94832
1235.2,8.35711
1237.51,7.30166
1239.18,6.19038
1240.41,5.02046
1241.47,3.68304
1242.38,2.43175
1242.72,2.09953
1242.88,2.03345
1243.01,2.09333
1243.09,2.2213
1243.18,2.48849
1243.25,2.84094
1243.33,3.36787
1243.4,4.15902
1243.47,5.16492
1243.53,6.56121
1243.6,8.35393
1243.66,10.8175
1243.73,13.847
1243.79,17.8325
1243.86,23.7299
1243.93,31.1955
1244.01,42.0618
1244.09,56.0563
1244.18,75.4714
1244.28,103.737
1244.39,144.693
1244.53,205.269
1244.76,332.944
1245.02,468.81
1245.18,526.257
1245.34,546.663
1245.47,533.458
1245.65,475.672
1246.15,237.222
1246.31,175.426
1246.45,134.945
1246.57,108.032
1246.69,87.842
1246.84,71.5137
1246.98,60.3129
1247.16,50.901
1247.37,43.5906
1247.66,37.4631
1247.95,33.4024
1248.42,29.032
1249.13,24.9534
1250.03,21.8752
1250.77,20.6559
1250.95,20.6205
1251.38,20.7218
1251.93,20.0002
1252.85,17.5978
1253.96,16.4417
1256.87,14.8273
